,acc,loss,val_acc,val_loss
0,0.016317365534915897,4.813537853206703,0.02439024426588198,4.757808161944878
1,0.024550898591736835,4.712414765786268,0.032926829849801414,4.685392961269471
2,0.036976048589020434,4.596398623403675,0.03902439082541117,4.5311547605002795
3,0.04041916243508904,4.45984278467601,0.051219513140073634,4.404681641881059
4,0.05194610878155974,4.360106585982317,0.06829268448963398,4.403441772228334
5,0.058532935338552125,4.264663475002357,0.05731707420654413,4.321291167561601
6,0.06586826481148154,4.199615239383218,0.056097561993250035,4.2905699450795245
7,0.07754491185936742,4.121154922211241,0.06463414739544798,4.166763683644737
8,0.08263473218295746,4.049546253895331,0.08902439211563366,4.073420012869486
9,0.0943113792085362,3.9820775143400637,0.07926829422755939,4.020826514174298
10,0.10014970257075247,3.9080843768433895,0.08414634308073579,4.2216459425484265
11,0.11691617013183897,3.831808621298053,0.1000000023987235,3.929988500548572
12,0.11976048135070387,3.756250983226799,0.11707317365742312,3.8891536666125788
13,0.13473054182208227,3.696864751284708,0.0865853677799062,4.16947297933625
14,0.14520958370478923,3.6335674181669773,0.09634146584970195,3.8538209345282577
15,0.15164670967190208,3.569351154173206,0.11463414859480975,3.8347003634383037
16,0.1612275480487925,3.518047516931317,0.15000000332550303,3.675659848422539
17,0.17874251844774106,3.4496999515030913,0.12560975878703884,3.6874176409186386
18,0.183532936978126,3.396779909105358,0.1487804905670445,3.622268868655693
19,0.19416167967378378,3.339073415287954,0.12560975896876034,3.781221203687714
20,0.20928144033351345,3.285785350970879,0.1695121986473479,3.617647130314897
21,0.2071856317740536,3.2522216478507677,0.17195122225618945,3.559518872237787
22,0.21571856556449107,3.2037518845346873,0.16951219746615828,3.5552836801947616
23,0.22739521282429467,3.147392125900634,0.19390244254978692,3.386266150125643
24,0.2386227575225566,3.1092850983499765,0.15365853878419575,3.9082373758641684
25,0.24221557170197278,3.0760687047136046,0.15121951417588606,3.5637904434669307
26,0.25718563134798744,3.0273287656778347,0.1707317099520346,3.6887464988522414
27,0.25958084055183533,3.001214483897843,0.19512195394533435,3.3010896066340005
28,0.2691616786387331,2.9531888215841646,0.23048780858516693,3.462574609896032
29,0.27275449402273416,2.9196312891509004,0.20853658874587314,3.6455191170297017
30,0.2844311396764246,2.8605411473862423,0.23048780776742028,3.3577625053684885
31,0.2895209604907714,2.8402752704962997,0.1804878082035518,3.450292953630773
32,0.30434131947998516,2.7990947815472493,0.2378048804111597,3.298350770299028
33,0.3082335346049356,2.7590756180757534,0.21097561362676504,3.2516147799608186
34,0.31242515206961574,2.718050373171618,0.24268293099069013,3.1501318100022107
35,0.32500000243370764,2.681231986262841,0.24756097839009472,3.2316928142454566
36,0.328443115186727,2.6422762763714362,0.26707317180386403,3.16087241870601
37,0.3377245526850045,2.618026836189681,0.2292682960992906,3.2157343248041665
38,0.33952095913895947,2.587176923623342,0.2804878056049347,3.084660471939459
39,0.35119760580762416,2.551237678456449,0.2536585399108689,3.0918056383365538
40,0.35568862386092454,2.524357313167549,0.26585366104434177,3.2929524852008356
41,0.3672155693485708,2.4877190500676276,0.2804878082398961,3.1369350828775544
42,0.36766467225587296,2.47474914717817,0.2695121982293885,3.0380118532878595
43,0.36856287599591436,2.445349313898715,0.28170732045319025,3.1603762289372885
44,0.38293413233435797,2.403533618250293,0.2402439051103301,3.1259603325913594
45,0.3881736537274308,2.3758948024161564,0.2878048796115852,2.9718378753196903
46,0.38547904309844544,2.344359014562504,0.2804878070587065,3.186997925362936
47,0.40314371379728087,2.326675701997951,0.28780488088363554,3.006848154998407
48,0.399550899327872,2.2963392263401055,0.31463414703200504,2.974362693181852
49,0.40988024145721674,2.2861604383605685,0.28048780760387093,3.0051575986350456
50,0.41347305443204807,2.2531614382109955,0.2560975625202423,2.983655819078771
51,0.4169161688246413,2.2274762217156185,0.28658536748915187,2.9328605837938264
52,0.4251497006434167,2.203099428179735,0.2768292694193561,3.106082352196298
53,0.42500000172657165,2.1888577677532584,0.30731707611461967,2.9238423952242223
54,0.43532934236133886,2.1563688816424613,0.3231707347965822,3.1825483484965997
55,0.43278443237800085,2.141104236334384,0.31585366278886795,3.1036604381189115
56,0.4502994018400501,2.083557946953231,0.3060975645373507,2.885798122824692
57,0.4535928169031165,2.0784276677462867,0.3329268323212135,3.0390466451644897
58,0.46092814447994,2.0574131900678854,0.33414634408020394,3.091042951839726
59,0.45673652818638405,2.036546529410128,0.33658536832507063,2.8341498607542457
60,0.45523952235451004,2.0381752663029884,0.3036585382935477,2.9299584016567324
61,0.4694610789284378,2.015083838722663,0.3426829271200227,2.9658973333312244
62,0.4672155707271513,1.999256325339129,0.3426829282103515,2.8422101736068726
63,0.4730538942232103,1.957733513709314,0.29024390531022376,3.0855607666620393
64,0.4842814390441615,1.9403177232085587,0.31707317291236503,3.016942123087441
65,0.49116766613400625,1.9397675088065827,0.3182926859434058,2.9876087525995767
66,0.48323353321966295,1.926252156674505,0.31585366169853907,2.991578904593863
67,0.4979041931247283,1.9005626031381642,0.3000000021079691,3.3321290190626933
68,0.4944610786205994,1.8863832806041854,0.3682926827814521,2.908195972442627
69,0.5029940138052323,1.8507691634272387,0.32682927179990745,2.822353456078506
70,0.5025449104517877,1.8596470172176818,0.3182926852165199,2.8467567315915736
71,0.5148203610303159,1.8052582803243649,0.32926829477272385,3.3231216698158077
72,0.5112275466055214,1.8187311921647922,0.2682926843806011,3.0961151471952113
73,0.512874252514211,1.7943830961238838,0.3597560975609756,2.838024587166019
74,0.5215568879764237,1.7735731858693198,0.3695121978114291,2.8952367305755615
75,0.5196107798172328,1.7709889822377416,0.3146341490309413,3.135469343604111
76,0.5229041930622683,1.7562052951958365,0.3512195146120176,2.9423754825824644
77,0.5279940143227577,1.7533259645193637,0.36585365944519277,2.7937096095666654
78,0.5273952100894408,1.7166375676671901,0.334146343353318,2.7095607780828708
79,0.5330838334417629,1.695396451892967,0.37439024375706187,2.9705854508934952
80,0.5408682637585851,1.690590235287558,0.3817073197626486,2.797376324490803
81,0.541317365907445,1.678639978705766,0.3634146346551616,2.7533877593715017
82,0.5461077861443251,1.663140296400664,0.33292683304809945,3.082027676628857
83,0.5431137750605624,1.6512564515282293,0.3487804900037079,3.0810818584953865
84,0.5477544925883858,1.6381687402368306,0.3426829298458448,2.8212273557011676
85,0.5467065884146148,1.6266772029642573,0.3670731710224617,2.927094447903517
86,0.555089821403255,1.599253130708626,0.3231707331610889,3.2768407856545796
87,0.566017965892118,1.6008513691182622,0.3743902475732129,3.0030780710825105
88,0.5675149715232278,1.577288499849285,0.37560975660638113,2.9471769885319037
89,0.5670658694412893,1.5475596494660406,0.3243902463738511,2.884719851540356
90,0.5699101816751286,1.571900910067701,0.38292682879581685,2.8688381910324097
91,0.5661676660358549,1.5749608560236628,0.37682926872881445,2.878532950471087
92,0.5729041927588914,1.5539313167512059,0.3743902473914914,2.8826259490920276
93,0.5796407192588566,1.5218593663798121,0.386585368615825,2.7120962201095207
94,0.5781437139846608,1.5094052943997753,0.39146341310768595,2.734939025669563
95,0.5878742530852735,1.486597887145545,0.3926829266838911,2.8719639487382844
96,0.5863772455803649,1.4933174911016476,0.3231707357051896,3.350001672419106
97,0.5913173652694611,1.4745117234969567,0.38048780600472193,2.6222307013302313
98,0.5941616762094869,1.4695412086512514,0.3670731686600825,2.854417818348582
99,0.6023952091882329,1.460391615143793,0.3804878061864434,2.8525216201456582
